Gene_name	Light_01	Heavy_01	Light_02	Heavy_02	Light_03	Heavy_03	Light_04	Heavy_04	Light_05	Heavy_05	Light_06	Light_07	Heavy_06	Mixed
snr-2	0	0	1	2	2	2	1	0	1	0	0	1	1	0
snr-3	0	0	2	3	1	5	0	0	0	2	0	0	0	0
snr-4	0	0	3	2	3	1	0	0	1	1	0	0	0	0
snr-5	0	0	1	0	0	0	0	0	0	0	0	0	0	0
snr-6	0	0	2	2	1	2	1	1	1	0	0	1	0	0
snt-1	24	2	7	1	6	2	5	0	3	0	0	4	0	0
snt-3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
snx-1	1	0	2	1	1	0	0	0	0	1	0	0	0	0
sod-1	0	0	2	0	2	0	0	0	0	0	0	0	0	0
sod-2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sod-4	1	1	0	0	0	0	0	0	0	0	0	0	0	1
spc-1	0	0	4	10	6	7	0	0	0	1	2	0	0	0
spd-5	0	0	0	1	1	0	0	1	0	0	0	0	0	0
sph-1	2	0	4	3	4	2	1	1	0	2	0	1	0	1
spl-1	0	0	0	3	0	2	0	0	0	0	0	0	0	0
spp-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
spp-5	0	0	1	1	0	2	0	3	0	3	0	0	0	0
spp-10	3	1	7	6	12	7	4	7	0	6	0	8	0	5
spp-13	2	1	2	0	1	0	1	0	1	0	0	2	0	0
spp-17	0	0	0	0	0	0	0	0	0	1	0	0	0	0
sqv-1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
sqv-4	7	3	8	6	9	4	4	0	2	0	1	2	0	5
sqv-5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
sqv-6	0	0	0	0	0	1	0	0	0	0	0	0	0	0
src-1	2	7	0	3	2	2	0	1	0	2	0	1	0	2
srf-3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
srh-296	0	0	0	0	0	1	0	0	0	1	0	1	0	0
srp-6	0	0	1	0	2	0	0	0	0	0	0	0	0	0
srp-7	0	3	13	3	15	5	3	1	2	2	1	1	0	0
srr-4	0	2	0	0	0	0	0	0	0	1	0	0	0	0
sars-1	3	0	12	4	8	1	1	1	4	4	0	3	0	0
sru-13	0	0	0	0	0	0	0	0	0	0	0	0	0	1
sto-1	17	16	11	12	13	9	5	10	1	17	0	4	5	3
sto-6	0	0	0	0	0	0	0	0	0	1	0	0	0	0
str-158	0	0	0	0	0	0	0	0	0	0	0	0	0	1
sue-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
sup-17	4	2	4	2	3	2	0	1	0	3	0	1	0	0
sur-5	0	0	3	0	4	0	0	0	0	0	0	0	0	0
sur-6	0	0	0	0	1	0	0	0	0	0	0	0	0	0
syx-3	1	0	1	0	0	0	0	0	0	0	0	0	0	0
syx-2	25	13	21	13	21	12	13	3	5	10	1	14	1	7
syx-5	0	0	1	1	0	0	0	0	0	0	0	0	0	0
syx-4	1	0	1	0	1	0	0	0	0	0	0	0	0	0
fut-3	1	0	4	2	6	3	0	1	0	4	0	0	0	0
tag-10	49	98	15	48	12	47	12	42	11	49	2	11	21	125
hdl-2	0	0	0	0	0	0	0	1	0	0	0	1	0	0
nck-1	2	1	0	0	1	0	0	0	0	0	0	0	0	1
raga-1	0	0	1	0	2	0	0	0	0	0	1	0	0	0
sdhb-1	0	0	0	5	1	4	0	0	0	3	0	0	0	0
prdx-2	8	6	42	31	38	26	23	8	22	13	16	23	8	13
ttn-1	0	0	2	1	2	1	0	1	0	1	1	0	0	0
nrfl-1	12	30	6	16	8	19	0	16	0	23	0	5	7	13
ant-1.1	3	4	5	15	5	17	1	13	0	15	0	1	2	4
glod-4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
heh-1	0	0	2	0	3	0	2	0	2	0	0	0	0	0
ppm-1.A	2	0	2	0	2	1	0	0	0	1	0	0	0	0
fntb-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
magu-2	6	8	0	2	2	0	0	1	0	0	0	0	0	0
tag-120	4	7	3	5	4	6	6	6	2	8	1	3	2	6
tag-123	0	1	3	4	3	0	0	0	0	1	0	0	0	0
ivns-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
snx-3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
kcc-1	0	0	0	12	0	11	0	3	0	4	0	0	0	0
tag-164	0	0	0	0	0	1	0	0	0	0	0	0	0	0
mtrr-1	0	0	4	2	3	0	1	0	0	0	0	0	0	0
abcf-1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
cox-6A	0	0	0	2	0	3	0	0	0	0	0	0	0	0
tax-6	1	0	2	2	4	0	0	0	0	0	0	0	0	0
tba-1	1	0	2	2	2	2	0	0	3	0	0	0	0	0
tba-2	7	1	10	4	10	5	3	4	3	3	2	4	0	1
tba-4	0	0	3	0	2	0	1	0	1	0	0	0	0	0
tba-5	0	0	0	0	0	0	0	0	0	0	1	0	0	0
tba-6	0	1	1	1	0	3	0	1	0	1	0	0	0	1
tba-7	0	0	1	0	0	0	1	0	0	0	0	0	0	0
tbb-1	2	2	1	2	1	2	1	1	1	2	1	1	0	0
tbb-2	1	0	1	1	2	1	1	1	2	1	1	3	0	0
tbb-4	6	5	0	4	2	1	0	1	0	1	2	0	0	3
tbb-6	0	0	2	0	1	0	0	0	0	0	0	0	0	0
tbg-1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
tbh-1	0	0	2	0	1	0	0	0	0	0	0	0	0	0
tfg-1	0	0	1	2	1	1	0	1	1	1	0	1	0	0
tli-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tpi-1	3	4	20	6	26	1	9	0	7	0	6	6	0	5
tre-3	23	77	16	38	16	43	11	33	6	49	2	9	17	83
trf-1	1	0	5	8	3	7	3	5	2	4	1	2	1	4
tars-1	2	0	9	3	7	0	2	2	4	4	1	4	0	0
tsn-1	6	2	19	49	19	48	7	21	6	25	1	9	7	1
tsp-1	6	9	1	6	4	7	3	3	2	4	0	2	2	4
tsp-2	2	3	1	1	1	1	0	2	0	1	0	3	1	1
tsp-6	1	0	1	2	3	0	1	1	1	1	0	3	1	0
tsp-10	0	2	0	2	0	2	0	3	0	4	0	0	1	0
tsp-15	0	2	5	5	3	4	1	5	1	5	0	3	4	0
uba-1	3	2	43	16	43	8	7	6	7	5	3	9	1	2
ubc-9	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ubc-13	2	0	1	0	1	0	0	0	0	1	0	0	0	0
ubc-18	0	1	1	0	1	0	0	0	0	0	0	0	0	0
ubh-4	0	0	1	0	6	0	0	0	0	0	0	0	0	0
ubl-1	0	0	4	8	6	6	0	5	0	3	0	0	2	0
ubl-5	0	0	1	0	0	1	0	0	0	1	0	0	0	0
ubq-2	0	0	0	1	1	1	0	0	0	2	0	0	0	0
uev-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ufd-1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ula-1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
unc-2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
unc-11	1	5	1	2	1	4	0	0	0	5	0	0	0	0
unc-13	1	0	0	0	0	0	0	0	0	0	0	0	0	0
unc-15	0	0	11	8	11	6	0	0	0	0	0	0	0	0
unc-18	18	19	15	13	16	14	3	12	3	15	1	5	6	8
unc-22	0	0	8	0	8	0	0	0	0	0	0	0	0	0
unc-27	0	0	0	0	0	1	0	0	0	0	0	0	0	0
unc-32	5	7	16	20	8	10	0	8	0	10	0	2	2	1
unc-33	0	0	1	0	0	0	0	0	0	0	0	0	0	0
tln-1	0	0	0	1	0	0	0	0	0	1	1	0	0	0
unc-43	0	0	2	0	2	1	0	0	0	0	0	0	0	0
unc-44	0	0	1	0	3	0	0	0	0	0	0	0	0	0
unc-45	0	0	0	1	0	0	0	0	0	0	0	0	0	0
unc-52	0	0	2	0	3	0	0	0	0	0	0	0	0	0
unc-54	1	0	63	30	67	33	7	47	7	39	1	8	9	0
unc-57	4	4	2	0	4	0	0	0	0	0	0	2	0	1
unc-60	0	0	3	0	2	0	0	0	0	0	0	0	0	0
unc-64	11	7	8	3	12	5	4	2	3	9	1	6	1	7
unc-70	0	2	0	3	2	2	0	0	0	0	0	0	0	0
unc-78	1	6	5	4	9	2	4	2	5	3	1	4	0	0
unc-79	0	0	0	0	0	1	0	0	0	0	0	0	0	0
unc-80	0	0	1	0	0	0	0	0	0	0	0	0	0	1
unc-89	0	0	0	0	0	0	0	0	1	0	0	0	0	0
unc-108	11	10	17	16	29	14	6	11	4	9	2	12	4	20
unc-116	6	3	5	7	5	5	1	1	1	3	0	1	0	0
usp-14	0	0	3	1	2	2	0	0	1	1	0	0	0	0
cal-5	5	2	6	5	4	2	3	3	2	4	2	4	1	2
vab-9	1	0	0	0	0	0	0	0	0	0	0	0	0	0
vab-10	0	0	1	0	0	0	0	0	0	0	4	1	0	0
vap-1	0	0	6	0	3	0	0	0	1	0	0	2	0	0
vbh-1	0	0	1	2	2	4	0	1	1	1	0	0	0	0
pfd-3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
vem-1	0	0	2	5	4	7	0	1	0	1	0	0	0	4
vha-1	2	4	2	8	3	4	0	7	0	9	0	1	1	2
vha-4	0	4	2	3	2	4	1	3	0	4	0	2	3	0
vha-5	1	9	3	25	9	23	0	11	0	16	0	1	5	1
vha-6	2	26	2	17	1	19	0	24	0	28	0	0	10	0
vha-8	9	40	28	30	24	36	14	40	8	38	8	18	19	64
vha-9	0	5	0	5	0	6	0	6	0	8	0	0	4	4
vha-10	4	16	8	8	7	10	6	8	5	12	1	6	4	34
vha-11	4	24	18	9	23	13	7	14	3	13	0	13	6	43
vha-12	22	85	22	40	24	39	8	37	8	42	7	14	20	85
vig-1	0	0	3	9	3	12	0	6	0	5	0	0	0	2
vit-1	1	0	12	18	12	16	0	13	1	12	0	6	5	0
vit-2	18	35	135	109	127	106	62	72	71	81	45	92	52	5
vit-3	2	2	10	9	10	15	5	11	8	9	2	8	4	0
vit-4	0	2	20	25	18	22	4	12	4	20	1	11	9	1
vit-5	6	8	35	65	32	66	13	41	18	36	8	23	24	4
vit-6	83	88	242	563	252	550	134	392	121	355	90	172	204	152
glp-4	1	0	6	18	5	21	0	8	0	7	0	1	5	0
wah-1	0	0	0	2	0	2	0	0	0	0	0	0	0	0
wrk-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
wars-1	1	0	9	3	12	4	4	0	2	2	0	3	0	0
wsp-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
wve-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
zyg-9	2	0	0	1	0	1	0	0	0	0	0	0	0	1
tufm-1	0	0	1	1	1	2	0	0	0	3	0	1	0	0
tufm-2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
wwp-1	14	14	8	16	12	7	2	10	1	15	0	3	3	0
alx-1	45	65	35	33	41	31	45	35	43	38	27	47	13	33
plin-1	0	0	2	2	3	3	1	0	1	2	0	0	0	0
trr-1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
tag-196	0	0	0	0	1	0	0	0	0	0	0	0	0	0
vps-52	2	0	0	0	0	0	0	0	0	0	0	0	0	0
wht-6	2	0	0	0	0	0	0	0	0	0	0	0	0	0
4R79.2	1	0	3	0	0	0	0	0	0	0	0	0	0	0
ugt-49	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AC3.5	0	0	3	13	4	7	0	0	0	0	0	0	0	14
ugt-1	0	0	0	5	0	5	0	0	0	0	0	0	0	0
B0001.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
B0024.4	37	60	13	41	17	50	11	50	12	66	7	19	21	88
gspd-1	0	0	5	0	2	0	1	0	2	1	1	2	0	0
B0035.13	1	1	6	1	6	2	2	0	3	1	2	2	0	2
B0250.5	1	0	2	0	1	0	0	0	0	0	0	0	0	0
pals-26	4	2	0	0	0	0	0	0	0	0	0	0	0	0
pals-27	0	1	0	0	0	0	0	0	0	0	0	0	0	0
lcmt-1	1	0	1	0	0	0	0	0	0	0	0	1	0	0
ttr-18	8	5	6	6	8	1	6	3	4	5	4	9	1	5
B0334.3	0	0	1	1	2	0	0	0	0	0	0	0	0	0
acly-2	0	0	0	7	1	11	0	1	0	0	0	0	0	0
clec-41	0	2	3	1	2	0	0	0	0	0	0	0	0	3
nlp-36	0	0	3	4	6	3	0	0	0	0	0	0	0	9
rmd-3	1	0	2	0	1	1	1	1	0	0	0	1	0	0
B0513.4	0	0	0	1	0	1	0	1	0	1	0	0	1	0
vamp-8	0	2	2	5	3	1	0	4	0	3	0	2	1	4
C01A2.4	0	3	0	0	0	0	0	0	0	0	0	0	0	2
cpna-3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C01G6.3	0	0	1	0	1	0	0	0	0	0	0	0	0	0
catp-4	10	0	0	0	0	0	0	1	0	0	0	0	0	0
C03A3.2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
C03C10.7	0	0	1	0	0	1	0	0	0	0	0	0	0	0
C03C11.1	6	1	2	0	5	0	2	0	2	0	0	3	0	4
clec-223	0	0	2	2	2	0	1	0	0	0	0	1	0	0
gck-4	4	17	0	10	3	8	0	12	0	14	0	0	1	1
arrd-25	0	0	1	0	1	2	0	0	0	0	0	0	0	0
C04F12.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C04G2.9	1	0	4	0	3	0	2	0	1	0	0	1	0	0
clec-147	3	2	0	4	1	2	1	3	1	2	0	1	1	1
C05C10.3	0	0	2	0	2	1	0	0	0	0	0	0	0	0
pho-11	3	1	11	5	11	5	5	4	11	5	6	9	0	0
ufd-3	0	0	1	0	1	0	0	0	0	0	0	0	0	0
C05D12.2	1	5	0	2	0	0	0	0	0	0	0	0	0	0
C05G5.1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
cdc-48.1	1	0	9	8	13	5	0	2	1	4	0	0	0	0
C06A12.8	0	0	0	1	0	1	0	0	0	0	0	0	0	0
cyp-35C1	0	0	2	17	2	17	0	1	0	2	0	0	0	0
stdh-1	0	0	0	1	0	2	0	0	0	0	0	0	0	0
C06C6.8	2	0	0	0	0	0	0	0	0	0	0	0	0	0
atp-5	0	0	0	14	0	14	0	5	0	5	0	0	0	0
C07A4.3	16	3	10	4	8	4	5	3	4	4	1	7	0	2
C07E3.3	14	30	4	13	6	8	0	8	0	12	0	2	3	1
C08B6.3	0	0	1	0	1	0	0	0	0	0	0	0	0	0
wdr-20	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C08E8.4	1	3	2	0	3	0	0	3	0	2	0	1	0	0
pfd-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mboa-4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C08F11.1	0	2	0	4	1	5	0	10	0	9	0	1	4	3
ugt-22	0	0	2	16	2	19	0	1	0	5	0	0	0	1
ule-4	1	4	5	6	4	6	5	3	9	3	6	4	0	5
vgln-1	4	0	21	35	24	37	2	23	1	31	0	5	4	0
algn-8	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C09F9.1	1	0	1	1	0	0	0	0	0	0	0	0	0	2
pezo-1	1	3	4	6	3	4	0	3	0	6	0	0	0	0
C10C5.4	0	0	2	0	2	0	0	0	0	0	0	0	0	0
catp-8	0	0	0	2	0	0	0	0	0	0	0	0	0	0
gpx-5	0	0	0	0	1	0	0	0	0	0	0	0	0	0
cbl-1	0	0	12	1	6	1	0	0	1	0	0	2	0	0
daf-36	0	0	0	1	0	1	0	0	0	0	0	0	0	0
C13B4.1	1	4	0	3	2	5	0	5	0	4	0	0	0	0
spin-1	1	1	0	3	1	1	0	2	0	3	0	1	1	1
pptr-2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C14A4.9	96	23	34	12	45	5	29	6	33	8	22	32	2	6
ccm-3	2	3	0	1	0	1	0	1	0	1	0	0	0	0
C14B1.3	0	0	1	1	1	1	0	1	1	1	0	0	1	0
nrde-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C14B1.9	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C14C10.5	0	0	2	4	1	1	1	0	0	2	0	1	0	0
C14H10.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
xbx-9	3	4	7	3	9	2	4	1	0	5	0	7	0	0
hrg-7	1	4	2	2	4	0	1	0	2	0	2	2	0	3
nkb-1	5	7	16	19	15	12	4	7	1	8	1	2	1	33
C17G1.2	0	0	2	0	1	0	0	0	0	0	0	0	0	1
ugt-23	0	0	0	4	0	5	0	0	0	0	0	0	0	0
cysl-1	0	0	5	0	3	0	0	0	1	0	0	4	0	0
pals-6	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C18E9.5	0	3	0	0	0	0	0	0	0	0	0	0	0	0
tomm-40	0	0	0	2	0	1	0	0	0	0	0	0	0	0
C18E9.9	5	7	2	2	2	3	0	2	0	2	0	2	0	0
tram-1	0	0	0	0	0	2	0	1	0	1	0	0	0	0
fath-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
nola-3	0	0	2	3	2	4	0	1	0	2	0	0	0	1
clec-87	17	3	12	5	12	4	6	1	7	3	4	4	2	0
C25D7.15	0	1	0	0	0	0	0	0	0	0	0	0	0	3
igdb-2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C26C6.9	0	0	0	0	0	1	0	0	0	0	0	0	0	1
C27A7.1	13	0	7	0	11	0	3	0	2	0	0	6	0	2
C27A7.6	0	0	0	2	0	0	0	0	0	1	0	0	0	0
C27B7.9	0	0	3	0	2	0	0	0	0	0	0	0	0	0
ruvb-1	0	0	1	1	3	1	0	0	0	0	0	0	0	0
rmd-2	10	3	5	1	8	2	1	1	3	1	0	2	0	5
C27H6.8	0	0	1	0	3	0	2	0	0	0	0	0	0	0
clec-230	1	0	1	0	0	0	1	0	0	0	0	0	0	0
C29F3.7	53	90	41	71	41	72	33	65	24	82	17	40	43	102
C29F7.2	0	0	3	0	2	0	0	0	0	0	0	0	0	0
jmjd-3.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
clec-199	0	0	4	10	5	15	2	6	1	12	0	4	3	0
C31C9.2	2	0	16	0	13	0	7	0	7	0	5	6	0	0
cytb-5.1	0	0	3	4	2	3	0	2	0	2	0	0	0	6
C33A12.1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ugt-21	0	0	0	3	0	1	0	0	0	0	0	0	0	0
C33G3.5	0	0	1	3	1	0	2	1	0	1	0	0	0	0
C34B4.2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rsu-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C34E7.4	0	0	2	0	4	0	2	0	2	0	0	1	0	0
idh-2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C35A5.8	0	0	0	4	1	5	0	2	0	3	0	0	0	0
gcp-2.2	0	0	0	2	0	2	0	1	0	2	0	0	0	0
selt-1.1	0	0	1	5	2	8	0	4	0	6	0	0	0	2
cyp-25A2	0	0	0	1	0	1	0	0	0	0	0	0	0	0
C36A4.4	1	0	9	0	6	1	1	0	1	1	0	3	0	0
acs-19	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rpb-3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
imp-1	0	3	2	7	3	5	2	5	0	5	0	4	1	0
C36F7.5	1	0	1	0	0	0	0	0	0	0	0	0	0	0
tag-297	0	0	1	0	0	0	0	0	0	0	0	0	0	0
slc-17.2	1	1	2	3	1	1	0	3	0	3	0	0	0	0
C38H2.2	0	0	2	0	4	1	0	0	0	0	0	0	0	0
C38H2.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
scl-5	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scl-7	1	0	1	0	2	0	0	0	0	0	0	0	0	2
scl-8	0	0	1	1	1	0	0	0	0	0	0	0	0	0
C39E9.8	0	0	3	0	1	0	0	0	0	0	0	0	0	0
spin-2	0	1	0	1	0	0	0	1	0	1	0	0	0	0
lact-7	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ctns-1	0	0	1	1	0	0	1	0	0	1	0	0	0	0
cdc-48.2	6	0	8	7	10	9	1	7	1	3	1	2	2	0
C41G7.6	4	0	3	3	4	1	0	0	0	1	0	0	0	0
nkb-2	4	1	2	1	5	0	1	0	0	0	0	2	0	2
oac-8	0	0	0	0	0	0	0	0	0	0	0	1	0	0
C46C2.2	1	2	0	0	0	1	0	0	0	0	0	0	0	0
C46C2.5	2	3	7	5	3	7	3	8	0	4	0	3	2	0
gsr-1	2	0	35	5	31	1	19	0	17	1	8	19	0	0
C46F11.6	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gale-1	3	0	5	1	8	1	2	0	2	0	0	1	0	0
set-5	0	0	0	0	0	0	0	0	0	0	0	0	0	2
pyp-1	0	0	14	0	11	0	2	0	8	0	1	5	0	0
C48B4.10	0	0	0	2	0	1	0	0	0	0	0	0	0	2
C48B4.12	2	2	2	1	0	3	0	4	0	2	0	1	1	0
C49C3.4	8	7	37	33	41	23	40	13	34	14	19	39	6	5
C49C3.9	9	20	4	18	7	23	4	15	1	13	1	5	9	26
C49C3.10	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C49C3.11	2	0	5	8	6	5	2	3	2	3	0	2	3	0
clec-197	8	10	10	18	10	23	4	15	5	16	4	4	5	8
sams-1	0	0	17	7	17	6	2	3	5	5	3	9	1	0
C49F8.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
nasp-2	2	1	20	4	16	1	9	1	4	1	0	12	2	0
C50B6.7	0	0	2	0	2	0	0	0	0	0	0	0	0	0
C50B8.6	2	0	1	2	1	1	0	0	0	2	0	1	0	4
tag-329	0	0	1	1	0	1	0	0	0	1	0	0	0	0
C50F4.16	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C51E3.6	1	1	0	1	1	0	0	0	0	0	0	0	0	0
mans-2	0	0	13	5	14	3	1	1	0	2	0	1	0	0
C52E4.7	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ril-1	0	0	0	1	0	3	0	2	0	0	0	0	0	0
cdr-2	0	0	0	13	0	16	0	0	0	1	0	0	0	3
C56G7.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
D1053.4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
D1054.8	0	0	0	0	1	0	0	0	0	0	0	0	0	0
D1054.10	18	11	11	14	9	21	7	27	9	17	6	9	14	14
ule-3	13	19	14	18	14	27	10	20	13	20	7	17	13	13
D1086.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ttll-12	0	0	1	0	0	0	0	0	0	0	0	0	0	0
D2023.4	0	0	1	0	1	0	0	0	0	0	0	0	0	0
mans-1	1	2	1	9	4	6	1	0	0	8	0	3	0	0
D2030.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0
etc-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hgap-2	3	3	0	1	0	2	0	0	0	0	0	0	0	0
usp-50	0	1	0	1	0	0	0	0	0	0	0	0	0	0
tbc-14	0	0	0	0	1	0	0	0	0	0	0	0	0	0
clec-17	1	2	5	4	5	5	4	1	3	2	1	4	0	0
eif-2A	0	0	5	0	5	0	0	0	0	0	0	0	0	0
cyp-37A1	0	0	0	2	0	1	0	0	0	0	0	0	0	0
F01G4.6	4	1	4	15	1	18	0	13	0	16	0	1	8	1
tkt-1	20	6	37	20	35	19	22	14	24	22	19	28	4	2
F01G10.6	2	2	1	1	1	1	1	1	1	1	0	2	0	4
F02E9.1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
F02E9.7	0	0	1	0	1	0	0	0	0	0	0	0	0	0
dpt-1	0	0	12	0	13	0	3	0	4	0	3	6	0	0
scav-6	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gfat-1	1	1	1	5	1	3	0	0	0	0	0	0	0	0
F07C6.3	1	2	2	3	2	9	0	4	2	6	0	2	3	1
pho-13	4	20	3	18	6	17	2	10	2	10	1	2	5	10
irg-4	0	0	7	2	7	7	1	1	3	1	2	2	1	0
clec-57	0	0	3	4	4	2	2	1	2	3	2	3	0	0
clec-56	0	0	4	2	6	4	1	1	2	2	0	1	1	0
clec-54	0	0	0	2	0	1	0	0	0	0	0	0	0	0
spin-3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mob-2	1	1	1	0	1	0	0	0	0	0	0	0	0	0
oac-14	0	0	0	0	0	1	0	1	0	1	0	0	0	0
F09B12.3	0	0	14	8	19	8	1	0	0	0	0	3	0	32
F09C8.1	1	1	15	3	17	1	6	1	8	1	5	8	1	1
F10A3.1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
F10A3.4	1	6	0	5	0	8	0	6	0	8	0	0	1	2
F10D11.6	92	17	28	6	27	3	26	3	31	5	19	33	2	5
pfas-1	0	0	5	1	4	0	0	0	0	0	0	0	0	0
clec-153	0	3	0	2	0	0	0	0	0	0	0	0	0	6
F11A5.9	2	1	1	0	1	0	0	0	0	0	0	0	0	0
scrm-4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mon-2	2	2	3	2	1	2	0	1	0	1	0	0	0	0
scav-4	1	14	0	6	0	1	0	4	0	8	0	0	0	1
F11D11.3	8	21	0	10	1	9	0	7	0	13	0	0	5	1
F13A7.1	1	1	0	1	0	0	0	0	0	0	0	0	0	6
F13D12.6	9	14	24	19	21	19	11	8	13	17	12	20	9	24
F13D12.9	0	0	0	1	0	1	0	0	0	0	0	0	0	0
F13E6.1	3	3	4	2	5	2	2	0	0	0	0	3	0	0
F13E9.10	1	0	0	1	0	0	0	0	0	4	0	1	0	0
F13E9.11	1	1	0	0	0	0	0	0	0	0	0	0	0	0
dylt-1	3	0	2	1	5	2	0	2	0	0	0	1	0	0
ttx-7	1	0	7	0	8	0	2	0	1	0	2	2	0	0
mogs-1	0	0	0	6	0	6	0	0	0	3	0	0	0	0
F14D7.11	0	0	0	0	0	0	0	0	0	1	0	0	0	0
F14E5.2	2	3	38	25	33	17	3	9	1	6	0	4	2	8
cyp-35D1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ubql-1	0	0	1	0	2	0	0	0	0	0	0	0	0	0
F15D3.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0
clec-42	0	0	3	4	4	5	0	0	1	0	0	0	0	0
clec-221	1	0	1	0	0	0	0	0	0	0	0	0	0	0
eef-1G	8	2	22	18	21	12	19	17	20	17	9	17	9	3
F17H10.2	4	3	2	2	3	0	0	0	0	0	0	0	0	6
papl-1	1	0	6	2	5	2	3	0	2	1	0	1	0	0
F18H3.1	0	0	1	0	2	0	0	0	0	0	0	0	0	1
mltn-9	1	0	0	0	0	0	0	0	0	0	0	0	0	0
elli-1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
F20C5.4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F20D1.3	7	5	5	10	9	5	2	2	1	3	1	3	0	6
plp-2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
F20G2.2	1	2	2	1	4	3	2	1	2	4	0	2	0	0
arrd-28	0	1	0	2	0	2	0	2	0	2	0	0	0	0
F21D5.1	2	1	6	0	4	0	0	0	0	1	0	0	0	0
F21D5.3	14	59	5	27	6	37	1	26	1	34	0	7	14	41
F21D5.7	0	0	1	5	0	4	0	1	0	3	0	0	2	0
F21D9.2	1	0	1	1	1	3	0	0	0	1	0	0	0	4
clec-233	0	0	1	0	1	0	1	0	1	2	0	1	0	0
gfat-2	0	0	3	2	1	2	0	0	1	2	0	0	0	0
cut-3	1	0	5	8	6	6	5	6	4	5	5	5	5	0
F22B5.10	0	1	0	1	0	2	0	2	0	1	0	0	2	0
cth-1	0	0	1	0	1	0	1	0	1	0	0	2	0	0
ekl-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
