Gene_name	Length
C13A10.2	126
col-162	291
T07F10.6	231
dph-3	43
srsx-10	289
spl-3	366
F13B12.7	134
bath-2	304
C54E10.10	55
Y69A2AR.1	313
F07G6.10	106
srh-25	348
rnp-9	312
sup-26	150
C44H4.4	996
ben-1	444
klo-1	479
Y106G6D.1	239
gcy-35	138
Y57G11C.33	173
C29F9.6	240
F22H10.3	79
algn-14	230
nhr-242	305
Y71G12B.18	309
pmlr-1	299
C47F8.3	345
cft-1	1247
dlc-3	129
cest-24	578
unc-61	530
R102.1	125
Y56A3A.33	342
rab-37	191
nhr-277	498
F55F1.2	131
cas-2	293
col-113	344
psa-3	209
gfrp-1	95
mrp-6	1415
Y106G6D.4	436
cah-6	319
srx-7	222
sdz-31	262
dsl-2	322
lec-6	146
camt-1	1185
fbxa-222	268
trpp-11	1090
Y38F2AR.10	184
epn-1	467
ugt-57	558
lim-9	290
lgc-6	425
asp-13	389
cyp-35a4	494
hsp-17	148
F55F10.1	4362
C17B7.5	848
F02E9.10	455
lea-1	1185
T06A4.1	606
nhr-186	317
M04C7.4	124
mtq-2	221
nhr-270	399
nlp-70	80
pmk-2	194
gly-15	420
twk-46	319
dmsr-5	401
C56E6.4	431
cyp-25a6	235
jip-1	522
H18N23.2	354
F54C8.4	275
T28F4.3	490
T16A1.2	787
nhr-62	350
nhr-237	345
del-6	577
twk-3	383
T15B12.2	446
eftu-2	974
F56H6.9	802
sma-9	2056
npp-11	805
T28B8.3	1889
ZK892.3	541
T27E4.1	309
mpst-3	352
col-84	333
smp-2	649
F41B4.3	134
kap-1	713
swt-4	225
Y94H6A.5	112
lgx-1	1706
F41E6.5	371
kel-3	591
cest-34	550
srap-1	3255
nap-1	316
jip-1	1001
acly-2	1099
jun-1	216
frpr-15	433
C34F6.9	1181
F59A1.6	99
R07E3.1	402
dhhc-14	214
srw-109	357
tag-275	472
F47B10.6	119
srx-134	307
clec-124	185
F46F5.13	112
M70.4	34
F47B7.3	210
cutl-8	625
tald-1	165
lec-3	337
C47E12.3	568
C25F9.2	1523
math-3	225
fog-1	405
deps-1	574
F30A10.4	476
F53B6.7	316
rpl-29	62
C44C1.1	272
F57E7.4	191
lev-9	626
ZC190.4	629
T09E11.8	510
E02A10.3	195
trpp-6	185
H06I04.1	231
pgp-4	1280
pqn-31	368
ltd-1	489
esyt-2	808
str-68	166
catp-5	1202
cka-1	448
F55C12.5	543
pdzd-8	1360
ZK228.13	67
mec-9	502
spe-19	300
F55C12.4	220
hsp-16.2	127
F29A7.3	150
C26B9.5	516
lmd-3	819
chd-7	2967
F38H4.3	452
ccz-1	528
clc-4	194
unc-44	6994
unc-53	1542
pqn-20	1254
nhr-43	448
srh-182	325
mec-2	1180
F36D1.12	82
fbxa-15	301
T27A3.5	355
str-262	269
T14E8.4	515
R08A2.1	262
Y71F9B.15	727
srg-29	337
unc-79	2092
lips-8	423
ssp-36	107
C54E10.6	112
F07G6.5	58
lin-24	70
T15B7.15	375
C10H11.7	177
ZK896.4	485
srh-300	335
T05E7.3	997
scrm-1	289
C54F6.15	94
frpr-19	390
nlp-81	78
W04A8.6	509
Y105C5A.1285	22
W02D9.10	182
F38B7.2	228
R07E5.11	113
srbc-14	303
Y49E10.16	217
Y50D4B.4	425
C41A3.2	526
jac-1	1011
rmd-2	225
F36A2.10	151
C01G10.6	89
R02E12.5	87
F23H11.4	598
B0334.4	210
Y57E12AL.1	459
M176.10	387
blos-7	73
F49C12.12	79
fbxa-85	307
srt-13	357
ZK686.6	306
H04D03.2	632
T22C8.6	322
srx-128	339
Y45G5AM.9	370
F41G4.8	242
egrh-1	461
F48E3.8	375
F46C3.6	51
rom-4	888
W06E11.1	483
sri-54	335
C44B9.3	287
dyrb-1	95
rep-1	510
F55A12.2	250
F56H9.9	76
Y41E3.7	109
slc-25a18.2	309
D2045.8	238
dlc-6	129
mrpl-34	189
H12D21.11	359
rde-2	570
R08A2.7	128
T04C10.11	53
fbxa-55	317
Y67H2A.7	467
T16G1.4	424
F25H9.7	137
C52B9.19	210
R102.11	125
mlt-9	563
grsp-2	274
C54D10.5	384
C10G8.8	295
C50B8.5	191
Y44E3A.7	13
F49E2.5	611
T08G3.13	177
hmp-1	65
cyk-1	1435
C37H5.14	315
clec-263	611
dmd-7	449
F17E9.18	68
F41H10.3	778
Y51H4A.13	547
M03E7.4	542
K09E2.2	586
K05C4.9	718
W03G9.5	488
ZK1055.4	385
C49A9.2	572
sod-5	178
Y41C4A.12	301
srt-28	332
F27C8.2	381
T22B11.1	468
ZK287.4	1285
C30G4.4	98
D1086.10	194
Y62E10A.13	265
F14D7.5	102
C38C3.6	135
lag-1	671
rbc-1	3018
Y26G10.1	348
F35C12.3	264
K07F5.16	67
lpr-4	360
T13G4.4	304
C50A2.3	216
Y37E11AL.1	384
Y102A5C.36	77
srh-127	331
rpc-11	29
aps-1	157
C17F3.1	88
C09D4.9	74
C18G1.9	346
F49C5.3	551
F10A3.12	319
ZK970.7	147
mca-2	1158
srh-18	329
spp-2	104
srab-12	346
F35C11.7	125
imp-3	372
F13H8.1	156
C17C3.1	357
math-31	105
D2062.4	132
ZK896.1	479
R02F2.7	693
sre-36	350
Y47G6A.26	196
Y57G11C.51	160
srv-15	213
rnh-1.1	507
F47G3.3	479
B0252.11	79
Y18H1A.11	194
acsd-1	352
str-156	344
Y73C8C.4	356
F08G5.3	132
Y53C10A.24	1106
F47F2.1	371
Y53F4B.25	571
D1007.19	99
srh-186	329
Y82E9BL.3	252
atn-1	823
F49H6.12	108
F45D3.2	329
Y54E2A.5	237
unc-7	463
kdin-1	1455
T05B11.1	335
nlp-26	90
R13H4.7	347
Y42H9B.3	295
srx-112	296
F28E10.1	1049
str-160	340
hum-2	778
Y75B8A.19	696
F59A1.11	303
ser-6	386
F44D12.19	55
Y43F8C.11	96
str-43	339
srw-88	379
glna-1	808
F47B7.2	624
srx-114	326
C24H11.5	67
C23H5.8	162
C26G2.2	981
lpd-6	573
srj-32	238
T25B2.2	413
hhat-1	519
Y57G11C.1130	128
F21C10.19	113
hrpu-1	1667
C26B2.7	135
C34D4.3	117
srd-10	320
elt-1	487
C09G12.5	106
F13H8.5	513
K08E7.5	725
Y34B4A.9	225
pgph-2	335
T06D10.8	65
T04H1.5	289
srm-4	349
Y43F8B.22	49
ari-1.4	135
str-264	306
F49E12.12	357
F12A10.9	107
sli-1	565
hgap-2	1048
F53H2.1	349
W02B12.12	359
F08D12.12	530
irk-3	384
ZK973.4	154
T05A8.5	378
K01A2.4	148
row-1	581
T09F3.7	50
Y70C5C.1	985
Y51H7C.1	448
Y37A1B.4	124
C53A3.4	84
F54B3.1	3563
ubc-26	196
lin-38	700
nsun-2	684
clec-31	368
F53F10.2	76
Y51H7BR.7	111
cyn-17	448
shw-1	503
pqn-32	590
pezo-1	2402
C33G8.4	109
fbxa-3	293
M02G9.4	59
F38B6.3	232
tag-296	226
grsp-2	293
inx-18	436
ZK354.6	368
oac-20	719
C43D7.4	154
acs-19	680
unc-13	1819
F55D10.4	307
kcnl-2	669
BE10.3	537
T01C3.11	77
F28B12.1	157
W05F2.7	1227
C07E3.3	382
T05E7.1	474
klu-2	386
F16D3.6	341
F52E10.4	154
pph-5	117
str-118	256
srh-299	333
ZC196.9	125
fipr-14	50
F46B3.7	128
oac-39	128
F45E10.2	504
grl-10	282
T28A8.8	74
F28C10.1	177
T06D4.6	111
pgp-5	1160
zhit-3	455
drd-1	269
tyr-4	751
F14H12.17	102
C50E3.13	384
F28E10.1	1264
egl-8	1297
K08D8.12	57
D1086.10	177
abu-12	774
C33F10.4	340
Y6D1A.1	537
C25D7.15	121
T24H10.5	456
Y53F4B.25	277
srm-3	216
srw-4	367
C49H3.4	223
gipc-2	357
tiar-1	408
ttr-12	131
F55D12.2	712
C34B2.11	183
ZC328.5	191
W01B11.1	128
T05H4.11	210
F56F10.2	377
srh-187	339
Y39A3A.2	264
F57F4.1	461
F41G3.5	331
nlp-46	66
Y65A5A.24	32
C24D10.49	61
F25E2.2	624
pigx-1	243
inx-20	483
Y39B6A.5	82
gst-30	213
lntl-1	302
hlh-31	164
irld-14	243
C30G4.4	220
dpm-1	239
C53H9.4	30
C39E9.8	45
tag-10	473
C01C4.3	610
ptr-22	888
ptr-19	1003
T23F6.2	251
irg-3	127
fncm-1	783
irld-53	314
Y56A3A.16	597
nyn-2	489
K12D9.1	354
F36F2.1	162
unc-73	552
lsy-22	291
aqp-8	165
clec-190	233
E04F6.6	435
exc-9	85
gldc-1	915
srbc-29	296
F40F8.5	404
K07E8.6	339
clec-255	286
tnt-2	428
W09G10.9	25
Y116A8C.9	175
T22D1.17	39
F44F4.9	118
asd-1	379
fbxa-44	313
C02E7.7	66
lpr-2	1076
F11D5.5	382
zoo-1	1124
col-99	699
ugt-65	509
F01G10.10	562
twk-2	1233
lea-1	1397
F22G12.5	2338
F15B9.11	46
C34E11.2	734
acl-3	284
F20B6.6	95
T23E7.2	938
php-3	275
ubh-2	227
cec-7	406
snx-6	133
hpo-36	816
nhr-206	336
T09B4.4	142
hum-10	853
math-33	1133
B0334.3	563
C50B6.7	713
Y57G11C.44	155
tyra-3	485
pax-2	351
F16H6.4	434
srg-42	224
Y54G11A.19	89
psa-3	275
lsy-12	514
bli-2	311
flcn-1	263
M03A1.8	382
cars-1	754
ins-16	77
K08D12.3	151
C31E10.5	560
Y7A5A.6	87
mys-2	517
pdr-1	324
R13H4.6	268
lgc-43	679
H03E18.2	233
dhhc-10	327
pars-1	581
R10D12.13	226
nhr-234	357
lin-23	612
spp-8	402
F56A12.2	413
ebp-2	299
fbxa-220	392
unc-82	1554
sfxn-1.5	324
spat-2	950
npr-5	433
C55C3.4	431
tom-1	1246
ocr-2	900
F46H5.4	2018
skr-21	176
nhr-163	358
F16G10.11	221
F43G6.17	281
Y57G11A.5	110
ddl-2	497
C50F4.12	439
F11G11.5	223
F21A3.11	496
F26A1.7	385
argk-1	372
W01A8.8	107
R10E8.6	1647
haf-8	633
dib-1	142
cash-1	681
ccar-1	1215
F55A11.6	271
C16A11.4	527
F40A3.6	258
col-157	299
R07E4.3	90
magu-2	668
ril-2	633
Y71H2B.5	957
acr-11	461
F45H10.3	168
sec-31	1083
daf-4	446
rps-29	56
lgc-22	445
unc-31	1385
rbpl-1	363
sax-7	249
deg-1	760
tbck-1	839
cku-70	679
cyp-13a12	518
cyp-34a9	516
tnt-4	347
F26F2.10	119
sptf-1	298
oac-7	702
F56A8.5	304
F10C2.7	458
gtsf-1	139
fbxc-17	204
pqn-74	397
ints-6	869
R09H10.5	1621
nspe-1	71
C50E10.1	122
srsx-15	329
F25B4.5	710
ZK809.9	537
Y70C5B.2	220
T04C12.1	100
hlh-30	499
sru-13	325
C24H12.18	99
C18D11.1	263
Y38C1AA.9	174
col-101	314
gpx-2	179
npp-3	1696
Y40H7A.4	291
F47G4.4	722
phat-1	294
C14A4.6	158
ubh-1	216
eri-9	635
F17B5.8	127
C56E6.7	93
Y38H6C.8	158
Y105E8A.20	406
Y73B6BL.31	377
cest-35.1	545
srw-137	371
tbc-9	1056
col-64	370
sec-16a.2	1632
tyr-2	681
hlh-32	105
perm-2	203
T28C6.7	2300
helq-1	469
lim-9	793
fzr-1	702
taf-3	942
vbh-1	660
C16C8.20	145
D2021.4	294
R12C12.9	250
fbxb-69	319
col-146	290
C41H7.2	347
K09H9.8	200
grsp-2	293
T19C9.8	369
K04A8.19	81
ZK353.10	93
F53F4.4	657
srx-85	325
T10D4.6	777
lys-9	223
M28.8	831
sulp-1	725
B0261.9	167
Y55F3AM.9	379
srw-32	367
sre-48	371
clec-262	333
F01G10.9	451
msrp-6	90
mod-5	671
F38C2.1	109
F53F4.7	360
B0563.6	421
R11G10.3	329
fipr-25	41
C31H1.8	534
Y48G8AR.8	68
T23G11.7	361
fbxa-66	313
F59A6.2	118
M04C3.5	90
nhr-280	143
alh-2	514
R03C1.1	438
lips-15	286
Y75B8A.23	86
K02E2.7	347
nhl-3	208
tat-5	1056
F36G9.7	222
C34B2.8	171
Y54G2A.45	337
hat-1	411
Y47D7A.18	242
str-143	334
rabs-5	565
T23G11.11	55
fbxb-51	336
Y71F9B.13	95
srab-2	342
Y43F8B.9	111
Y65A5A.2	112
drd-1	220
F40H3.3	144
str-161	338
srd-39	324
C04A11.1	198
fbxa-74	304
Y9C9A.5	341
Y73F8A.36	109
Y75B8A.18	94
T07H3.8	79
F38E1.3	310
F56C9.10	1031
dhhc-4	156
Y32G9A.5	275
C18D11.3	175
C01G10.17	75
T19B4.5	400
D1007.18	82
F52C12.6	33
srh-154	330
B0025.5	73
F19G12.11	47
F56A4.5	418
srh-98	169
Y45F10A.7	319
R148.7	228
Y38E10A.22	428
Y38H6C.24	61
F15E6.4	72
srx-137	309
W04E12.9	226
Y44E3A.1	88
C53C11.5	157
C26B9.2	288
R12E2.7	82
pinn-1	161
snb-7	102
Y43B11AR.1	115
Y72A10A.1	199
K09D9.9	272
K08E4.3	282
Y116A8C.29	86
Y32B12B.2	282
C37C3.9	313
C54D2.1	384
W09G3.8	10
cox-18	317
T22C1.1	356
W04G3.11	121
ins-34	138
C32B5.13	150
set-5	1520
C14A11.2	266
F40G9.9	393
F36H2.3	1188
K02E10.6	201
npr-26	416
nkb-3	303
rps-22	101
pde-6	697
F55C12.19	123
C29F5.3	363
F42G2.2	647
C33A12.3	230
sru-40	57
lido-12	373
F13A2.1	68
str-18	325
B0432.11	190
F10C1.1	63
C33F10.11	182
T27D12.6	70
T10B5.7	186
srh-264	333
srh-1	344
iff-1	66
ZC412.5	168
T02G6.6	109
C06E7.88	167
C26B9.3	257
T05A7.7	256
K08H2.7	91
ist-1	1003
dct-17	537
clp-2	805
Y39E4A.1	133
C32H11.3	344
irld-12	486
Y43F8C.9	108
col-186	333
etr-1	280
C06A5.8	215
nucb-1	467
F10E7.6	153
F14D2.19	336
K09E4.1	367
srx-86	320
F14H8.4	232
F55B11.5	203
C13A2.9	306
Y46G5A.22	295
C18E9.9	159
R07E5.17	375
F44D12.8	446
F44F4.3	266
Y47G6A.3	208
trm-2a	603
T21D12.11	709
srv-17	313
K02E2.1	381
mrps-35	365
ptr-20	860
glb-11	254
Y18H1A.4	220
bath-46	308
C50H11.8	76
C47F8.1	281
H24G06.1	702
clec-115	284
F49E2.5	1030
F30H5.5	133
math-38	440
rcor-1	533
Y73B3B.3	61
F15E6.10	67
F32B5.3	360
klf-3	309
fbxa-156	379
ZK353.10	46
H03G16.7	149
tag-18	201
srw-68	338
math-23	440
egl-4	783
R11G1.7	105
T10C6.15	253
T08D10.3	196
acl-13	363
F30A10.14	100
dyf-17	366
dnj-27	318
K08E4.3	283
Y26D4A.5	113
F09F9.4	654
lec-3	221
T19H12.3	133
Y59E9AL.4	555
ceh-75	188
F35G2.1	433
F47B10.8	250
Y76B12C.9	65
W05F2.4	1748
F26B1.8	159
srh-207	339
Y50D4B.1	254
T09F5.20	31
bed-1	380
gei-1	228
T25F10.1	94
atic-1	594
fbxa-19	306
xbx-9	441
W03A5.6	610
clec-32	365
F28C6.5	245
Y67D8B.3	119
unc-13	1798
F49D11.6	314
bet-2	1087
K10C2.8	211
txt-1	152
taf-10	179
zipt-11	321
Y37H2A.14	181
ins-14	81
E01G4.3	85
C55A1.6	104
str-250	341
scrm-7	99
M60.6	250
lido-10	329
enu-3.1	204
fip-2	89
ZC477.3	330
mdt-27	440
R11F4.2	403
Y116A8C.27	181
C04F5.2	179
K12H6.6	309
T28F4.5	105
Y1B5A.1	90
C25D7.5	362
Y67D8C.9	1087
T26H5.8	365
ifc-2	622
F40H3.1	263
sre-19	346
nphp-2	199
C12D12.1	825
dpy-1	1094
E04F6.9	128
W09G3.7	404
kcnl-1	680
eri-3	392
Y34B4A.4	877
F27C8.3	81
nab-1	561
T24D3.2	70
C14C6.2	169
F15H10.9	363
pqn-27	373
myo-6	390
W04A8.6	307
crb-3	100
dhs-4	305
F15B9.10	371
let-504	504
F52E10.2	98
C48E7.7	152
C40A11.3	231
ric-7	709
vps-51	585
ZC239.21	149
T19H12.15	94
srh-130	336
arrd-15	370
Y48C3A.5	587
Y82E9BR.5	41
mca-3	1170
pqn-22	1080
W10D9.6	178
F32D1.7	301
C39E9.8	246
Y76B12C.8	85
C18A11.4	190
C17C3.9	145
Y116A8C.467	85
Y39H10B.3	148
skpt-1	418
nlp-48	68
C30G4.4	309
F19B10.1	268
ckb-4	381
Y61A9LA.12	193
C51E3.10	62
Y2H9A.4	625
egl-8	1406
C14F11.4	384
mau-8	17
syf-1	855
pgph-3	349
fbxa-163	385
ZK742.7	78
T19A6.1	274
F27D9.13	350
C14H10.2	412
F25E5.1	1062
ZK250.2	209
znf-207	298
F26G1.5	201
F40H6.1	165
C46C2.7	74
wrt-2	454
K04C2.5	108
F49C12.1	378
Y25C1A.13	297
F10D7.1	435
ZK1058.9	224
C29A12.6	980
K07A1.21	148
frpr-12	388
F01G10.5	824
F49C5.5	129
Y53G8AM.5	229
C07B5.3	99
C47E12.11	366
Y62E10A.13	281
acdh-5	442
str-63	336
clec-233	282
F56C11.5	224
math-19	146
ZK265.3	340
pho-9	384
spe-5	501
Y47D7A.15	436
srd-4	347
Y66D12A.30	86
ttbk-7	776
dnj-28	494
C28D4.8	353
R05H11.2	155
lpr-1	232
C50F7.6	418
Y105E8B.6	71
pgrn-1	358
F32D8.7	378
snt-6	197
F49E2.5	1048
clec-199	646
T10B5.4	237
F56D2.3	287
ulp-3	210
D1007.15	400
ain-2	728
irld-32	137
irld-3	211
snt-5	426
fbxa-80	301
gopc-1	414
Y6G8.5	160
srg-59	315
Y55F3AR.2	254
srxa-8	332
eri-6	337
T06G6.6	220
M18.6	378
C04G6.10	166
C06E2.2	91
etr-1	420
W05B5.1	226
F40G9.5	271
B0207.5	3654
oac-9	820
ZK550.2	502
W09C3.7	172
F19B2.7	259
set-13	402
clec-153	580
T08G5.3	182
Y57G11B.2	117
B0261.6	153
F43D2.6	206
Y59A8B.25	145
spch-2	203
dml-1	248
str-57	346
C05D9.7	249
K10C3.4	51
srh-255	329
str-151	334
gei-4	564
srt-17	175
C34B4.5	348
ztf-28	272
pqn-90	420
C18H9.1	308
Y34F4.5	191
F54D5.17	50
icap-1	98
T10B10.9	106
K02E2.8	173
srt-18	337
C40C9.3	136
F23H12.10	65
B0205.13	99
Y47D3A.13	136
W03C9.2	371
T05A8.6	205
srx-68	299
C17B7.4	195
ctf-4	1101
cgef-1	462
srsx-27	327
sru-12	326
D1007.13	247
F01F1.15	193
dgk-5	875
K09F5.1	358
T01B10.5	215
C06C3.10	96
fbxc-52	394
M106.2	483
twk-47	500
hpo-10	641
pix-1	450
T19D2.13	14
sptl-1	174
srbc-33	296
ift-74	624
C25F9.9	180
fbxa-210	418
unc-82	291
T10F2.2	301
Y57G11C.28	285
ngp-1	592
Y7A5A.3	129
E01A2.1	290
emc-5	144
R52.4	171
C50B6.9	240
cyp-34a5	499
R09A8.2	909
W02B8.2	1256
irld-65	498
plc-4	751
eif-3.j	212
Y65B4A.7	156
vacl-14	694
Y71G12B.26	80
pde-3	593
R31.2	489
Y105E8A.25	1619
T13H5.1	801
twk-22	704
far-7	90
C47F8.6	357
tebp-2	818
rig-5	280
mfsd-8	73
pde-4	624
C23H4.6	1137
unk-1	675
T01D1.5	324
ccar-1	659
tom-1	1250
col-20	288
lgc-15	399
rbm-39	435
slc-25a46	500
Y47G6A.5	618
F52D1.2	70
ZC513.2	540
col-72	288
Y37E3.8	145
C05C8.1	199
B0001.4	222
F48E3.8	1778
Y47G6A.21	255
eat-3	964
zig-12	197
abch-1	595
ssr-2	335
R07B7.9	484
eel-1	4180
H10E21.5	473
nduf-9	431
hxk-3	451
col-68	329
pes-23	520
slc-36.5	489
W06B4.2	521
sup-26	380
Y116F11A.1	202
F08F1.9	130
T26A5.8	137
gei-3	1405
rfip-1	468
Y50D7A.8	736
imp-3	530
reps-1	410
F14D7.1	176
W09C5.1	259
T06A1.5	476
ret-1	3303
H40L08.7	59
pqn-15	2171
haf-6	668
aat-1	493
crh-1	189
sec-11	183
F47H4.2	687
pmp-3	688
F32B5.1	427
rpn-13	406
C09B8.4	289
lgx-1	1231
F43C11.16	184
W09H1.1	396
dop-6	692
F53G2.12	29
npr-7	380
rilp-1	410
ZK1240.3	304
ins-20	106
set-30	560
Y45F10B.9	244
sro-1	380
Y37A1A.3	500
trak-1	568
H05L14.2	1624
scav-3	534
nhr-143	422
zhit-2	188
F16H6.4	435
zmp-4	472
ZK430.5	1264
swsn-3	338
col-99	656
K09F6.7	299
F22E5.8	232
zfp-3	666
maf-1	166
srx-116	327
acox-1.1	674
Y40B10A.9	433
H08M01.1	342
twk-26	519
C34H4.5	354
ZK856.5	459
F59E12.17	79
cdh-8	1573
far-7	138
tag-260	430
unc-68	5202
Y63D3A.7	92
T07D1.2	432
Y53G8AM.8	839
R07H5.11	119
lgx-1	1602
lea-1	1338
C13B4.1	950
lron-12	398
tbc-7	537
F49E8.8	148
F09B12.5	384
Y38E10A.2	110
R09A8.9	51
C53A5.6	573
maoc-1	298
F53A10.2	681
F21D5.6	290
F56A4.3	105
acy-1	1253
C25H3.1	211
C17B7.10	481
ucr-2.1	424
flcn-1	619
affl-2	740
cest-27	548
dhc-1	3636
unc-52	2383
smg-8	871
pmt-2	437
wht-3	600
F41C3.7	437
F36F12.3	222
ZK938.3	616
col-9	339
spsb-1	413
cku-80	227
T13H5.1	696
itx-1	1620
imb-2	419
Y37A1B.17	1523
Y54G2A.15	157
cle-1	1138
F36D1.8	329
mgl-3	400
ZC581.9	834
Y67D8C.7	158
W01F3.2	307
srx-87	321
F53F8.7	124
Y53G8AM.2	73
W04B5.5	320
tsp-10	247
D2007.2	80
swd-2.1	322
fer-1	1907
H43E16.1	929
Y105C5A.508	147
enri-1	339
epg-3	421
W08G11.3	510
Y82E9BR.16	132
mam-5	446
ekl-4	488
rbm-17	371
Y39G8B.5	726
K10C9.4	239
srt-3	355
K07E12.2	120
F52A8.3	188
C49C3.11	240
R07B7.2	635
W02B12.13	254
M05D6.8	155
T26H5.11	17
dct-13	205
C44C10.9	169
dhs-12	255
unc-23	457
dhs-25	248
ule-5	181
C06H5.11	43
fbxb-74	307
W09C5.12	128
T26E3.10	93
srt-64	312
T04F3.5	247
ZC239.16	155
clec-106	228
F23A7.1	62
K11D12.11	195
Y41D4A.6	139
srab-9	330
zim-1	600
grl-20	163
mml-1	937
C35A5.4	427
cal-1	180
irld-61	358
dac-1	420
T13F2.6	579
C09E9.1	65
srz-42	327
pfkb-1.1	450
ftn-2	170
C15C6.2	213
F22E5.1	370
ate-1	410
Y11D7A.7	161
C54G6.2	178
ipla-6	546
T21B4.3	151
pgap-1	718
ZK836.3	105
srbc-79	283
mekk-3	430
T10B5.4	44
Y82E9BR.14	231
mog-4	43
cutl-9	562
cyp-14a1	491
ttr-59	34
Y57A10A.8	503
sri-36	317
klp-11	782
ist-1	1188
Y40C5A.4	407
C32E8.6	313
D1054.9	601
F30F8.10	242
F53G2.1	714
nlg-1	801
rnp-2	206
F49C12.7	444
M02G9.2	398
M195.2	148
irk-2	461
K09B3.1	121
W02D7.12	131
ehbp-1	901
T22F3.2	82
T19H5.6	286
unc-119	199
glb-13	282
K06A5.3	145
B0547.2	60
srbc-11	297
M03E7.2	122
ZC443.7	262
sri-72	308
Y32B12B.1	179
clec-146	167
F02H6.3	84
sao-1	226
lpd-3	4022
hgap-2	1055
ZK180.6	530
F56C3.9	206
nlp-62	85
nlp-18	99
cccp-1	734
H40L08.8	10
T20G5.13	237
C06A6.7	340
C52A10.3	368
D2096.7	161
casy-1	160
nspd-2	70
C17F4.2	112
C27C12.4	450
R11D1.1	622
Y53F4B.18	535
T10E9.5	240
tnt-3	333
C30A5.16	52
sre-3	326
Y57G11C.42	673
F10D11.4	168
F11G11.14	200
W05B5.1	132
Y34F4.5	156
alp-1	771
D1044.7	400
srv-2	303
W03C9.5	79
clec-187	295
C35E7.2	707
Y69A2AR.31	1066
H38K22.9	25
golg-2	928
hlh-30	464
dnj-14	215
atgp-2	191
tiar-2	434
denn-4	1546
C30G4.4	335
C09G1.5	133
C49G7.13	341
C06E7.2	223
Y48C3A.5	362
T25D1.1	296
efl-2	284
C01G12.7	584
znf-207	341
hgap-1	967
D2062.13	176
C25G6.4	159
ZC239.15	232
C07A12.7	140
Y51H7BR.8	94
gta-1	339
kvs-5	519
str-200	323
Y45G5AM.7	433
W02D7.3	143
nprl-3	494
C06A1.6	152
K10C3.5	705
srh-173	205
F09E5.12	312
C05B5.12	93
Y11D7A.19	161
F53C3.3	239
T24E12.3	288
F07C4.6	204
ceh-38	634
best-22	496
Y116F11B.14	274
F53G12.4	350
ifc-2	1339
fbxa-7	312
fbxa-128	302
Y55D9A.2	502
T05C12.11	287
swsn-1	446
F36D4.6	91
marc-3	431
F32B5.6	430
dip-2	1539
fbxb-60	276
oac-12	643
Y65B4BL.7	214
F31B9.4	181
F35G12.7	115
F46A9.1	228
K07A12.5	210
fln-2	2335
pqn-53	361
B0496.11	64
Y38C1AA.1	369
ZK546.4	151
srt-30	333
emc-1	946
ced-7	1758
Y41D4A.4	580
F16A11.1	673
F11C7.2	152
T02D1.8	125
uig-1	416
W05F2.8	132
zipt-2.1	363
emb-4	1467
R09A1.2	69
C10E2.1	461
clec-205	185
oac-51	688
C34B4.3	362
C06B8.2	431
srx-78	324
T04F8.8	165
F35F10.5	170
F41D3.6	329
acs-12	550
srbc-25	297
F09C12.8	306
edc-4	843
srw-103	368
nlp-3	90
chil-25	475
K08C9.1	240
Y44A6D.7	41
tkr-3	400
F48B9.1	490
F19B10.2	200
C06H5.6	406
chil-14	388
Y47D7A.12	199
srh-102	352
fln-1	2204
C01G10.14	150
C13E3.1	967
ZK662.6	197
osm-7	651
M02F4.2	135
T27C5.8	170
F07C6.2	115
irld-21	478
T04H1.13	9
cnt-2	666
F36D1.23	96
ced-2	105
C25E10.17	54
K02F3.9	156
srz-71	300
mau-8	258
unc-44	317
F27C1.2	252
C24A3.4	343
swan-2	478
ain-2	726
nspc-7	101
taf-7.1	254
pezo-1	1038
C33G3.5	482
K07B1.4	339
F34D10.3	147
F32B4.5	96
F13H10.3	617
srz-38	304
pqn-80	1416
C13A2.3	381
cyp-25a4	501
K07A1.20	124
mlt-11	2382
fln-1	1084
C44H9.7	382
ZK666.12	163
R01E6.5	245
Y95B8A.6	197
C34B2.3	351
K08D8.12	86
egl-8	1346
srv-12	344
pqn-72	559
cus-2	442
C56G2.15	217
npr-18	447
ZK455.5	366
Y23H5A.2	172
F21C10.4	196
fkh-10	194
mrpl-14	179
srh-131	349
spe-49	772
T28D9.4	211
daf-42	1101
nspf-2	87
jmjd-5	190
pezo-1	2438
best-8	512
T07E3.4	354
F43E2.6	104
fbxa-14	303
F27B3.6	201
Y54G2A.32	187
msra-1	207
C07A12.2	67
srt-19	334
Y116F11B.6	355
F54D8.10	67
C10A4.7	210
fbxa-90	301
str-130	338
K06A1.2	480
hgap-2	1029
Y19D10B.8	385
inx-20	457
C46G7.2	250
F44G4.5	179
fbxb-31	298
F23D12.7	59
sly-1	675
Y71F9AL.8	332
C01B10.6	423
Y69H2.1	138
sre-18	315
F53F4.13	114
srx-84	325
C03H5.9	324
C18D4.3	123
irld-8	370
rga-4	1046
lev-11	155
daf-42	1369
clec-143	400
exos-8	277
F55G11.10	348
Y38F2AR.12	516
Y54G9A.5	257
str-13	349
F32A11.3	353
thoc-3	331
F41E6.11	316
tbc-9	1245
ZK973.11	447
C17C3.3	316
C49C8.6	199
Y73B6BL.22	105
F21C10.13	142
F35D2.6	564
C09D4.4	913
nhr-181	68
inx-9	382
tbc-9	1058
pcyt-2.1	38
srv-10	335
T21C9.9	391
M04F3.5	655
